"year"	"iso"	"valor"	"nombre"	"fila"	"country"	"indicator_name"	"ultimo_anio"
"37"	2010	"AR"	0.5512	"Investigadoras por sector de empleo (PF)"	"Educacion Superior"	"Argentina"	"CINVBPFF"	
"38"	2010	"AR"	0.5582	"Investigadoras por sector de empleo (PF)"	"Org. priv. sin fines de lucro"	"Argentina"	"CINVBPFF"	
"39"	2010	"CL"	0.404	"Investigadoras por sector de empleo (PF)"	"Gobierno"	"Chile"	"CINVBPFF"	
"40"	2010	"CL"	0.245	"Investigadoras por sector de empleo (PF)"	" Empresas (Privadas y Publicas)"	"Chile"	"CINVBPFF"	
"41"	2010	"CL"	0.334	"Investigadoras por sector de empleo (PF)"	"Educacion Superior"	"Chile"	"CINVBPFF"	
"42"	2010	"CL"	0.3495	"Investigadoras por sector de empleo (PF)"	"Org. priv. sin fines de lucro"	"Chile"	"CINVBPFF"	
"43"	2010	"EC"	0.3676	"Investigadoras por sector de empleo (PF)"	"Gobierno"	"Ecuador"	"CINVBPFF"	
"44"	2010	"EC"	0.3863	"Investigadoras por sector de empleo (PF)"	"Educacion Superior"	"Ecuador"	"CINVBPFF"	
"45"	2010	"EC"	0.3394	"Investigadoras por sector de empleo (PF)"	"Org. priv. sin fines de lucro"	"Ecuador"	"CINVBPFF"	
"46"	2010	"ES"	0.4815	"Investigadoras por sector de empleo (PF)"	"Gobierno"	"Espana"	"CINVBPFF"	
"47"	2010	"ES"	0.2914	"Investigadoras por sector de empleo (PF)"	" Empresas (Privadas y Publicas)"	"Espana"	"CINVBPFF"	
"48"	2010	"ES"	0.4011	"Investigadoras por sector de empleo (PF)"	"Educacion Superior"	"Espana"	"CINVBPFF"	
"49"	2010	"ES"	0.4575	"Investigadoras por sector de empleo (PF)"	"Org. priv. sin fines de lucro"	"Espana"	"CINVBPFF"	
"50"	2010	"GT"	0.4114	"Investigadoras por sector de empleo (PF)"	"Gobierno"	"Guatemala"	"CINVBPFF"	
"51"	2010	"GT"	0.458	"Investigadoras por sector de empleo (PF)"	"Educacion Superior"	"Guatemala"	"CINVBPFF"	
"52"	2010	"PT"	0.6089	"Investigadoras por sector de empleo (PF)"	"Gobierno"	"Portugal"	"CINVBPFF"	
"53"	2010	"PT"	0.2986	"Investigadoras por sector de empleo (PF)"	" Empresas (Privadas y Publicas)"	"Portugal"	"CINVBPFF"	
"54"	2010	"PT"	0.4764	"Investigadoras por sector de empleo (PF)"	"Educacion Superior"	"Portugal"	"CINVBPFF"	
"55"	2010	"PT"	0.4364	"Investigadoras por sector de empleo (PF)"	"Org. priv. sin fines de lucro"	"Portugal"	"CINVBPFF"	
"56"	2010	"SV"	0.5	"Investigadoras por sector de empleo (PF)"	"Gobierno"	"El Salvador"	"CINVBPFF"	
"57"	2010	"SV"	0.3125	"Investigadoras por sector de empleo (PF)"	" Empresas (Privadas y Publicas)"	"El Salvador"	"CINVBPFF"	
"58"	2010	"SV"	0.3842	"Investigadoras por sector de empleo (PF)"	"Educacion Superior"	"El Salvador"	"CINVBPFF"	
"59"	2010	"SV"	0.3333	"Investigadoras por sector de empleo (PF)"	"Org. priv. sin fines de lucro"	"El Salvador"	"CINVBPFF"	
"60"	2010	"TT"	0.4273	"Investigadoras por sector de empleo (PF)"	"Gobierno"	"Trinidad y Tobago"	"CINVBPFF"	
"61"	2010	"TT"	0.4935	"Investigadoras por sector de empleo (PF)"	"Educacion Superior"	"Trinidad y Tobago"	"CINVBPFF"	
"62"	2010	"UY"	0.5419	"Investigadoras por sector de empleo (PF)"	"Gobierno"	"Uruguay"	"CINVBPFF"	
"63"	2010	"UY"	0.463	"Investigadoras por sector de empleo (PF)"	" Empresas (Privadas y Publicas)"	"Uruguay"	"CINVBPFF"	
"64"	2010	"UY"	0.4967	"Investigadoras por sector de empleo (PF)"	"Educacion Superior"	"Uruguay"	"CINVBPFF"	
"65"	2010	"UY"	0.5844	"Investigadoras por sector de empleo (PF)"	"Org. priv. sin fines de lucro"	"Uruguay"	"CINVBPFF"	
"66"	2011	"AR"	0.5177	"Investigadoras por sector de empleo (PF)"	"Gobierno"	"Argentina"	"CINVBPFF"	
"67"	2011	"AR"	0.1805	"Investigadoras por sector de empleo (PF)"	" Empresas (Privadas y Publicas)"	"Argentina"	"CINVBPFF"	
"68"	2011	"AR"	0.5556	"Investigadoras por sector de empleo (PF)"	"Educacion Superior"	"Argentina"	"CINVBPFF"	
"69"	2011	"AR"	0.56	"Investigadoras por sector de empleo (PF)"	"Org. priv. sin fines de lucro"	"Argentina"	"CINVBPFF"	
"70"	2011	"CL"	0.3945	"Investigadoras por sector de empleo (PF)"	"Gobierno"	"Chile"	"CINVBPFF"	
"71"	2011	"CL"	0.2601	"Investigadoras por sector de empleo (PF)"	" Empresas (Privadas y Publicas)"	"Chile"	"CINVBPFF"	
"72"	2011	"CL"	0.3154	"Investigadoras por sector de empleo (PF)"	"Educacion Superior"	"Chile"	"CINVBPFF"	
"73"	2011	"CL"	0.3332	"Investigadoras por sector de empleo (PF)"	"Org. priv. sin fines de lucro"	"Chile"	"CINVBPFF"	
"74"	2011	"CR"	0.3644	"Investigadoras por sector de empleo (PF)"	"Gobierno"	"Costa Rica"	"CINVBPFF"	
"75"	2011	"CR"	0.4327	"Investigadoras por sector de empleo (PF)"	"Educacion Superior"	"Costa Rica"	"CINVBPFF"	
"76"	2011	"CR"	0.4554	"Investigadoras por sector de empleo (PF)"	"Org. priv. sin fines de lucro"	"Costa Rica"	"CINVBPFF"	
"77"	2011	"EC"	0.3328	"Investigadoras por sector de empleo (PF)"	"Gobierno"	"Ecuador"	"CINVBPFF"	
"78"	2011	"EC"	0.3782	"Investigadoras por sector de empleo (PF)"	"Educacion Superior"	"Ecuador"	"CINVBPFF"	
"79"	2011	"EC"	0.4639	"Investigadoras por sector de empleo (PF)"	"Org. priv. sin fines de lucro"	"Ecuador"	"CINVBPFF"	
"80"	2011	"ES"	0.4814	"Investigadoras por sector de empleo (PF)"	"Gobierno"	"Espana"	"CINVBPFF"	
"81"	2011	"ES"	0.2937	"Investigadoras por sector de empleo (PF)"	" Empresas (Privadas y Publicas)"	"Espana"	"CINVBPFF"	
"82"	2011	"ES"	0.4055	"Investigadoras por sector de empleo (PF)"	"Educacion Superior"	"Espana"	"CINVBPFF"	
"83"	2011	"ES"	0.476	"Investigadoras por sector de empleo (PF)"	"Org. priv. sin fines de lucro"	"Espana"	"CINVBPFF"	
"84"	2011	"GT"	0.4635	"Investigadoras por sector de empleo (PF)"	"Gobierno"	"Guatemala"	"CINVBPFF"	
"85"	2011	"GT"	0.4156	"Investigadoras por sector de empleo (PF)"	"Educacion Superior"	"Guatemala"	"CINVBPFF"	
"86"	2011	"PA"	0.2537	"Investigadoras por sector de empleo (PF)"	"Gobierno"	"Panama"	"CINVBPFF"	1
"87"	2011	"PA"	0.2927	"Investigadoras por sector de empleo (PF)"	"Org. priv. sin fines de lucro"	"Panama"	"CINVBPFF"	1
"88"	2011	"PT"	0.611	"Investigadoras por sector de empleo (PF)"	"Gobierno"	"Portugal"	"CINVBPFF"	
"89"	2011	"PT"	0.304	"Investigadoras por sector de empleo (PF)"	" Empresas (Privadas y Publicas)"	"Portugal"	"CINVBPFF"	
"90"	2011	"PT"	0.4794	"Investigadoras por sector de empleo (PF)"	"Educacion Superior"	"Portugal"	"CINVBPFF"	
"91"	2011	"PT"	0.4349	"Investigadoras por sector de empleo (PF)"	"Org. priv. sin fines de lucro"	"Portugal"	"CINVBPFF"	
"92"	2011	"SV"	0.5909	"Investigadoras por sector de empleo (PF)"	"Gobierno"	"El Salvador"	"CINVBPFF"	
"93"	2011	"SV"	0.2941	"Investigadoras por sector de empleo (PF)"	" Empresas (Privadas y Publicas)"	"El Salvador"	"CINVBPFF"	
"94"	2011	"SV"	0.3836	"Investigadoras por sector de empleo (PF)"	"Educacion Superior"	"El Salvador"	"CINVBPFF"	
"95"	2011	"SV"	0.3333	"Investigadoras por sector de empleo (PF)"	"Org. priv. sin fines de lucro"	"El Salvador"	"CINVBPFF"	
"96"	2011	"TT"	0.4206	"Investigadoras por sector de empleo (PF)"	"Gobierno"	"Trinidad y Tobago"	"CINVBPFF"	
"97"	2011	"TT"	0.4956	"Investigadoras por sector de empleo (PF)"	"Educacion Superior"	"Trinidad y Tobago"	"CINVBPFF"	
"98"	2011	"UY"	0.5179	"Investigadoras por sector de empleo (PF)"	"Gobierno"	"Uruguay"	"CINVBPFF"	
"99"	2011	"UY"	0.4667	"Investigadoras por sector de empleo (PF)"	" Empresas (Privadas y Publicas)"	"Uruguay"	"CINVBPFF"	
"100"	2011	"UY"	0.492	"Investigadoras por sector de empleo (PF)"	"Educacion Superior"	"Uruguay"	"CINVBPFF"	
"101"	2011	"UY"	0.5513	"Investigadoras por sector de empleo (PF)"	"Org. priv. sin fines de lucro"	"Uruguay"	"CINVBPFF"	
"102"	2012	"AR"	0.5233	"Investigadoras por sector de empleo (PF)"	"Gobierno"	"Argentina"	"CINVBPFF"	
"103"	2012	"AR"	0.1806	"Investigadoras por sector de empleo (PF)"	" Empresas (Privadas y Publicas)"	"Argentina"	"CINVBPFF"	
"104"	2012	"AR"	0.5516	"Investigadoras por sector de empleo (PF)"	"Educacion Superior"	"Argentina"	"CINVBPFF"	
"105"	2012	"AR"	0.5633	"Investigadoras por sector de empleo (PF)"	"Org. priv. sin fines de lucro"	"Argentina"	"CINVBPFF"	
"106"	2012	"BO"	0.4286	"Investigadoras por sector de empleo (PF)"	"Gobierno"	"Bolivia"	"CINVBPFF"	
"107"	2012	"BO"	0.4091	"Investigadoras por sector de empleo (PF)"	" Empresas (Privadas y Publicas)"	"Bolivia"	"CINVBPFF"	
"108"	2012	"BO"	0.3592	"Investigadoras por sector de empleo (PF)"	"Educacion Superior"	"Bolivia"	"CINVBPFF"	
"109"	2012	"BO"	0.3882	"Investigadoras por sector de empleo (PF)"	"Org. priv. sin fines de lucro"	"Bolivia"	"CINVBPFF"	
"110"	2012	"CL"	0.4097	"Investigadoras por sector de empleo (PF)"	"Gobierno"	"Chile"	"CINVBPFF"	
"111"	2012	"CL"	0.258	"Investigadoras por sector de empleo (PF)"	" Empresas (Privadas y Publicas)"	"Chile"	"CINVBPFF"	
"112"	2012	"CL"	0.3126	"Investigadoras por sector de empleo (PF)"	"Educacion Superior"	"Chile"	"CINVBPFF"	
"113"	2012	"CL"	0.3772	"Investigadoras por sector de empleo (PF)"	"Org. priv. sin fines de lucro"	"Chile"	"CINVBPFF"	
"114"	2012	"CR"	0.4203	"Investigadoras por sector de empleo (PF)"	"Gobierno"	"Costa Rica"	"CINVBPFF"	
"115"	2012	"CR"	0.4492	"Investigadoras por sector de empleo (PF)"	"Educacion Superior"	"Costa Rica"	"CINVBPFF"	
"116"	2012	"CR"	0.5393	"Investigadoras por sector de empleo (PF)"	"Org. priv. sin fines de lucro"	"Costa Rica"	"CINVBPFF"	
"117"	2012	"EC"	0.4123	"Investigadoras por sector de empleo (PF)"	"Gobierno"	"Ecuador"	"CINVBPFF"	
"118"	2012	"EC"	0.4273	"Investigadoras por sector de empleo (PF)"	"Educacion Superior"	"Ecuador"	"CINVBPFF"	
"119"	2012	"EC"	0.3231	"Investigadoras por sector de empleo (PF)"	"Org. priv. sin fines de lucro"	"Ecuador"	"CINVBPFF"	
"120"	2012	"ES"	0.4846	"Investigadoras por sector de empleo (PF)"	"Gobierno"	"Espana"	"CINVBPFF"	
"121"	2012	"ES"	0.2937	"Investigadoras por sector de empleo (PF)"	" Empresas (Privadas y Publicas)"	"Espana"	"CINVBPFF"	
"122"	2012	"ES"	0.4081	"Investigadoras por sector de empleo (PF)"	"Educacion Superior"	"Espana"	"CINVBPFF"	
"123"	2012	"ES"	0.4791	"Investigadoras por sector de empleo (PF)"	"Org. priv. sin fines de lucro"	"Espana"	"CINVBPFF"	
"124"	2012	"GT"	0.4521	"Investigadoras por sector de empleo (PF)"	"Gobierno"	"Guatemala"	"CINVBPFF"	
"125"	2012	"GT"	0.4456	"Investigadoras por sector de empleo (PF)"	"Educacion Superior"	"Guatemala"	"CINVBPFF"	
"126"	2012	"PT"	0.6083	"Investigadoras por sector de empleo (PF)"	"Gobierno"	"Portugal"	"CINVBPFF"	
"127"	2012	"PT"	0.3295	"Investigadoras por sector de empleo (PF)"	" Empresas (Privadas y Publicas)"	"Portugal"	"CINVBPFF"	
"128"	2012	"PT"	0.4908	"Investigadoras por sector de empleo (PF)"	"Educacion Superior"	"Portugal"	"CINVBPFF"	
"129"	2012	"PT"	0.4352	"Investigadoras por sector de empleo (PF)"	"Org. priv. sin fines de lucro"	"Portugal"	"CINVBPFF"	
"130"	2012	"SV"	0.48	"Investigadoras por sector de empleo (PF)"	"Gobierno"	"El Salvador"	"CINVBPFF"	
"131"	2012	"SV"	0.2941	"Investigadoras por sector de empleo (PF)"	" Empresas (Privadas y Publicas)"	"El Salvador"	"CINVBPFF"	
"132"	2012	"SV"	0.3983	"Investigadoras por sector de empleo (PF)"	"Educacion Superior"	"El Salvador"	"CINVBPFF"	
"133"	2012	"SV"	0.3333	"Investigadoras por sector de empleo (PF)"	"Org. priv. sin fines de lucro"	"El Salvador"	"CINVBPFF"	
"134"	2012	"TT"	0.3932	"Investigadoras por sector de empleo (PF)"	"Gobierno"	"Trinidad y Tobago"	"CINVBPFF"	
"135"	2012	"TT"	0.4442	"Investigadoras por sector de empleo (PF)"	"Educacion Superior"	"Trinidad y Tobago"	"CINVBPFF"	
"136"	2012	"UY"	0.5076	"Investigadoras por sector de empleo (PF)"	"Gobierno"	"Uruguay"	"CINVBPFF"	
"137"	2012	"UY"	0.4894	"Investigadoras por sector de empleo (PF)"	" Empresas (Privadas y Publicas)"	"Uruguay"	"CINVBPFF"	
"138"	2012	"UY"	0.4919	"Investigadoras por sector de empleo (PF)"	"Educacion Superior"	"Uruguay"	"CINVBPFF"	
"139"	2012	"UY"	0.5181	"Investigadoras por sector de empleo (PF)"	"Org. priv. sin fines de lucro"	"Uruguay"	"CINVBPFF"	
"140"	2013	"AR"	0.5274	"Investigadoras por sector de empleo (PF)"	"Gobierno"	"Argentina"	"CINVBPFF"	
"141"	2013	"AR"	0.1805	"Investigadoras por sector de empleo (PF)"	" Empresas (Privadas y Publicas)"	"Argentina"	"CINVBPFF"	
"142"	2013	"AR"	0.5507	"Investigadoras por sector de empleo (PF)"	"Educacion Superior"	"Argentina"	"CINVBPFF"	
"143"	2013	"AR"	0.5579	"Investigadoras por sector de empleo (PF)"	"Org. priv. sin fines de lucro"	"Argentina"	"CINVBPFF"	
"144"	2013	"BO"	0.3906	"Investigadoras por sector de empleo (PF)"	"Gobierno"	"Bolivia"	"CINVBPFF"	
"145"	2013	"BO"	0.4348	"Investigadoras por sector de empleo (PF)"	" Empresas (Privadas y Publicas)"	"Bolivia"	"CINVBPFF"	
"146"	2013	"BO"	0.3756	"Investigadoras por sector de empleo (PF)"	"Educacion Superior"	"Bolivia"	"CINVBPFF"	
"147"	2013	"BO"	0.3827	"Investigadoras por sector de empleo (PF)"	"Org. priv. sin fines de lucro"	"Bolivia"	"CINVBPFF"	
"148"	2013	"CL"	0.4176	"Investigadoras por sector de empleo (PF)"	"Gobierno"	"Chile"	"CINVBPFF"	
"149"	2013	"CL"	0.3265	"Investigadoras por sector de empleo (PF)"	" Empresas (Privadas y Publicas)"	"Chile"	"CINVBPFF"	
"150"	2013	"CL"	0.3317	"Investigadoras por sector de empleo (PF)"	"Educacion Superior"	"Chile"	"CINVBPFF"	
"151"	2013	"CL"	0.3914	"Investigadoras por sector de empleo (PF)"	"Org. priv. sin fines de lucro"	"Chile"	"CINVBPFF"	
"152"	2013	"CO"	0.4464	"Investigadoras por sector de empleo (PF)"	"Gobierno"	"Colombia"	"CINVBPFF"	
"153"	2013	"CO"	0.3474	"Investigadoras por sector de empleo (PF)"	" Empresas (Privadas y Publicas)"	"Colombia"	"CINVBPFF"	
"154"	2013	"CO"	0.3371	"Investigadoras por sector de empleo (PF)"	"Educacion Superior"	"Colombia"	"CINVBPFF"	
"155"	2013	"CO"	0.34	"Investigadoras por sector de empleo (PF)"	"Org. priv. sin fines de lucro"	"Colombia"	"CINVBPFF"	
"156"	2013	"CR"	0.3963	"Investigadoras por sector de empleo (PF)"	"Gobierno"	"Costa Rica"	"CINVBPFF"	
"157"	2013	"CR"	0.4428	"Investigadoras por sector de empleo (PF)"	"Educacion Superior"	"Costa Rica"	"CINVBPFF"	
"158"	2013	"CR"	0.5233	"Investigadoras por sector de empleo (PF)"	"Org. priv. sin fines de lucro"	"Costa Rica"	"CINVBPFF"	
"159"	2013	"EC"	0.405	"Investigadoras por sector de empleo (PF)"	"Gobierno"	"Ecuador"	"CINVBPFF"	
"160"	2013	"EC"	0.4197	"Investigadoras por sector de empleo (PF)"	"Educacion Superior"	"Ecuador"	"CINVBPFF"	
"161"	2013	"EC"	0.3472	"Investigadoras por sector de empleo (PF)"	"Org. priv. sin fines de lucro"	"Ecuador"	"CINVBPFF"	
"162"	2013	"ES"	0.4873	"Investigadoras por sector de empleo (PF)"	"Gobierno"	"Espana"	"CINVBPFF"	
"163"	2013	"ES"	0.3042	"Investigadoras por sector de empleo (PF)"	" Empresas (Privadas y Publicas)"	"Espana"	"CINVBPFF"	
"164"	2013	"ES"	0.4132	"Investigadoras por sector de empleo (PF)"	"Educacion Superior"	"Espana"	"CINVBPFF"	
"165"	2013	"ES"	0.4806	"Investigadoras por sector de empleo (PF)"	"Org. priv. sin fines de lucro"	"Espana"	"CINVBPFF"	
"166"	2013	"GT"	0.348	"Investigadoras por sector de empleo (PF)"	"Gobierno"	"Guatemala"	"CINVBPFF"	
"167"	2013	"GT"	0.5323	"Investigadoras por sector de empleo (PF)"	"Educacion Superior"	"Guatemala"	"CINVBPFF"	
"168"	2013	"PT"	0.5928	"Investigadoras por sector de empleo (PF)"	"Gobierno"	"Portugal"	"CINVBPFF"	
"169"	2013	"PT"	0.3503	"Investigadoras por sector de empleo (PF)"	" Empresas (Privadas y Publicas)"	"Portugal"	"CINVBPFF"	
"170"	2013	"PT"	0.484	"Investigadoras por sector de empleo (PF)"	"Educacion Superior"	"Portugal"	"CINVBPFF"	
"171"	2013	"PT"	0.4521	"Investigadoras por sector de empleo (PF)"	"Org. priv. sin fines de lucro"	"Portugal"	"CINVBPFF"	
"172"	2013	"SV"	0.48	"Investigadoras por sector de empleo (PF)"	"Gobierno"	"El Salvador"	"CINVBPFF"	
"173"	2013	"SV"	0.2941	"Investigadoras por sector de empleo (PF)"	" Empresas (Privadas y Publicas)"	"El Salvador"	"CINVBPFF"	
"174"	2013	"SV"	0.4019	"Investigadoras por sector de empleo (PF)"	"Educacion Superior"	"El Salvador"	"CINVBPFF"	
"175"	2013	"SV"	2	"Investigadoras por sector de empleo (PF)"	"Org. priv. sin fines de lucro"	"El Salvador"	"CINVBPFF"	
"176"	2013	"TT"	0.4483	"Investigadoras por sector de empleo (PF)"	"Gobierno"	"Trinidad y Tobago"	"CINVBPFF"	
"177"	2013	"TT"	0.5018	"Investigadoras por sector de empleo (PF)"	"Educacion Superior"	"Trinidad y Tobago"	"CINVBPFF"	
"178"	2013	"UY"	0.5	"Investigadoras por sector de empleo (PF)"	"Gobierno"	"Uruguay"	"CINVBPFF"	
"179"	2013	"UY"	0.4595	"Investigadoras por sector de empleo (PF)"	" Empresas (Privadas y Publicas)"	"Uruguay"	"CINVBPFF"	
"180"	2013	"UY"	0.4883	"Investigadoras por sector de empleo (PF)"	"Educacion Superior"	"Uruguay"	"CINVBPFF"	
"181"	2013	"UY"	0.5393	"Investigadoras por sector de empleo (PF)"	"Org. priv. sin fines de lucro"	"Uruguay"	"CINVBPFF"	
"182"	2014	"AR"	0.5311	"Investigadoras por sector de empleo (PF)"	"Gobierno"	"Argentina"	"CINVBPFF"	
"183"	2014	"AR"	0.1778	"Investigadoras por sector de empleo (PF)"	" Empresas (Privadas y Publicas)"	"Argentina"	"CINVBPFF"	
"184"	2014	"AR"	0.5562	"Investigadoras por sector de empleo (PF)"	"Educacion Superior"	"Argentina"	"CINVBPFF"	
"185"	2014	"AR"	0.5128	"Investigadoras por sector de empleo (PF)"	"Org. priv. sin fines de lucro"	"Argentina"	"CINVBPFF"	
"186"	2014	"BO"	0.3898	"Investigadoras por sector de empleo (PF)"	"Gobierno"	"Bolivia"	"CINVBPFF"	1
"187"	2014	"BO"	0.4545	"Investigadoras por sector de empleo (PF)"	" Empresas (Privadas y Publicas)"	"Bolivia"	"CINVBPFF"	1
"188"	2014	"BO"	0.3697	"Investigadoras por sector de empleo (PF)"	"Educacion Superior"	"Bolivia"	"CINVBPFF"	1
"189"	2014	"BO"	0.4545	"Investigadoras por sector de empleo (PF)"	"Org. priv. sin fines de lucro"	"Bolivia"	"CINVBPFF"	1
"190"	2014	"CL"	0.3773	"Investigadoras por sector de empleo (PF)"	"Gobierno"	"Chile"	"CINVBPFF"	
"191"	2014	"CL"	0.2582	"Investigadoras por sector de empleo (PF)"	" Empresas (Privadas y Publicas)"	"Chile"	"CINVBPFF"	
"192"	2014	"CL"	0.3257	"Investigadoras por sector de empleo (PF)"	"Educacion Superior"	"Chile"	"CINVBPFF"	
"193"	2014	"CL"	0.3411	"Investigadoras por sector de empleo (PF)"	"Org. priv. sin fines de lucro"	"Chile"	"CINVBPFF"	
"194"	2014	"CO"	0.5082	"Investigadoras por sector de empleo (PF)"	"Gobierno"	"Colombia"	"CINVBPFF"	
"195"	2014	"CO"	0.3416	"Investigadoras por sector de empleo (PF)"	" Empresas (Privadas y Publicas)"	"Colombia"	"CINVBPFF"	
"196"	2014	"CO"	0.3522	"Investigadoras por sector de empleo (PF)"	"Educacion Superior"	"Colombia"	"CINVBPFF"	
"197"	2014	"CO"	0.3333	"Investigadoras por sector de empleo (PF)"	"Org. priv. sin fines de lucro"	"Colombia"	"CINVBPFF"	
"198"	2014	"CR"	0.3713	"Investigadoras por sector de empleo (PF)"	"Gobierno"	"Costa Rica"	"CINVBPFF"	
"199"	2014	"CR"	0.4666	"Investigadoras por sector de empleo (PF)"	"Educacion Superior"	"Costa Rica"	"CINVBPFF"	
"200"	2014	"CR"	0.5303	"Investigadoras por sector de empleo (PF)"	"Org. priv. sin fines de lucro"	"Costa Rica"	"CINVBPFF"	
"201"	2014	"EC"	0.4217	"Investigadoras por sector de empleo (PF)"	"Gobierno"	"Ecuador"	"CINVBPFF"	1
"202"	2014	"EC"	0.4055	"Investigadoras por sector de empleo (PF)"	"Educacion Superior"	"Ecuador"	"CINVBPFF"	1
"203"	2014	"EC"	0.3425	"Investigadoras por sector de empleo (PF)"	"Org. priv. sin fines de lucro"	"Ecuador"	"CINVBPFF"	1
"204"	2014	"ES"	0.4854	"Investigadoras por sector de empleo (PF)"	"Gobierno"	"Espana"	"CINVBPFF"	
